dataset,UMAP1,UMAP2,zone,type,behavior_cluster
expanded behavior,3.170299,9.537065,LZ,wt_B-cell,6.0
expanded behavior,-1.5632678,11.251396,LZ,wt_B-cell,6.0
expanded behavior,0.1330708,10.983621,LZ,wt_B-cell,6.0
expanded behavior,2.310013,10.4577465,LZ,wt_B-cell,6.0
expanded behavior,0.32984918,11.706953,LZ,wt_B-cell,6.0
expanded behavior,0.063812345,10.224402,LZ,wt_B-cell,6.0
expanded behavior,-1.0839058,10.893218,LZ,wt_B-cell,6.0
expanded behavior,3.5942998,9.985026,LZ,wt_B-cell,6.0
expanded behavior,-0.6929031,13.29436,LZ,wt_B-cell,6.0
expanded behavior,3.3708067,9.567506,LZ,wt_B-cell,8.0
