sample_id,Type,UMAP1,UMAP2,motility_cluster
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000018953,mt_B-cell,13.865032,13.423825,6
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000001832,mt_B-cell,12.869569,13.088618,6
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000022402,mt_B-cell,13.626252,13.186335,6
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000003595,mt_B-cell,13.2422495,13.230281,6
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000012855,mt_B-cell,11.606144,13.181313,6
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000003537,mt_B-cell,12.707454,13.160662,6
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000019559,mt_B-cell,14.531041,13.9473,8
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000003377,mt_B-cell,14.245498,13.858078,8
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000008546,mt_B-cell,13.5829,13.654378,6
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000016443,mt_B-cell,14.223583,13.569759,8
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000000064,mt_B-cell,13.156615,13.164089,6
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000014210,mt_B-cell,13.562483,13.468288,6
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000014660,mt_B-cell,14.197832,13.708744,6
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000007242,mt_B-cell,13.385046,14.157947,6
6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_mt_B-cell_6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_1000000458,mt_B-cell,14.2619,13.514874,8
6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_mt_B-cell_6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_1000003656,mt_B-cell,12.347492,13.201505,6
6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_mt_B-cell_6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_1000001339,mt_B-cell,14.306131,13.310948,8
6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_mt_B-cell_6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_1000003728,mt_B-cell,14.469161,13.579716,8
6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_mt_B-cell_6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_1000002202,mt_B-cell,14.585598,13.454611,8
6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_mt_B-cell_6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_1000003763,mt_B-cell,14.378156,13.289353,8
6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_mt_B-cell_6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_1000003095,mt_B-cell,13.81642,13.025618,8
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_mt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000005450,mt_B-cell,14.42568,13.80348,8
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_mt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000005394,mt_B-cell,13.366641,13.964969,6
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_mt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000003208,mt_B-cell,13.828877,13.3783245,6
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_mt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000003259,mt_B-cell,14.605057,13.61673,8
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_mt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000019699,mt_B-cell,12.797414,13.320226,6
6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_wt_B-cell_6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_1000009622,wt_B-cell,14.550929,13.425796,8
6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_wt_B-cell_6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_1000009317,wt_B-cell,13.7918625,13.565308,8
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_wt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000001960,wt_B-cell,14.391658,13.552564,8
8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_wt_B-cell_8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_1000000663,wt_B-cell,13.429428,13.899323,6
8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_wt_B-cell_8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_1000000663,wt_B-cell,13.342875,13.996782,6
8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_wt_B-cell_8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_1000000798,wt_B-cell,14.185337,14.009256,6
